original,Error,Corrected
ගුණදාස,ගුණදාස,ගුණදාස
ගල්ගාන,ගල්ගාන,ගල්ගාන
පුවනේස්වරි,පුවනේස්වර්,පුවනේස්වර්
හෙන්රි,ඞනෙන්ට්,ඞනෙන්ට්
නිහාල්,නිනාල්,නිනාල්
වාසල,චාසළ,චාසළ
ශාධිකා,ඡාධිබඛා,ඡාධිබඛා
බාලසූරිය,ඞබාලසූර්ය,ඞබාලසූර්ය
මල්වාලගේ,මල්වාලගේ,මල්වාලගේ
හේරත්,ඬහනේරත්,ඬහනේරත්
මිසාමීර්,මිසාම්ර්,මිසාම්ර්
චන්ද්‍රසේන,චන්ද්‍රසේන,චන්ද්‍රසේන
වඩුගේ,විඩුගේ,විඩුගේ
උග්ගල්ල,උග්ගල්ල,උග්ගල්ල
මුදුගමුවේ,මුදුගමුවේ,මුදුගමුවේ
ෆාතිමා,ෆානිමා,ෆානිමා
අමීන්,අමන්,අමන්
ජෙයතිලකරාජා,ජෙයනිලකරාජා,ජෙයනිලකරාජා
තම්මිට,ඞතම්ම්ට,ඞතම්ම්ට
මහත්තෑවගේ,මහතන්තෑවගේ,මහතන්තෑවගේ
ආරච්ච්,ආරච්චි,ආරච්චි
දෙහිපාවලගේ,දෙනිපාචවලගේ,දෙනිපාචවලගේ
සඳමාලි,සඳමාලි,සඳමාලි
‍ප්‍රියන්ත,පියන්ත,පියන්ත
ආරච්චිලාගේ,ආරච්චිලාගේ,ආරච්චිලාගේ
අදිකාරම්,අදිකාරම්,අදිකාරම්
ප්‍රියසාන්ත,ප්‍රියසාන්න,ප්‍රියසාන්න
අධීෂ,අධිප්,අධිප්
එලන්කුමාර්,චිලන්කුමාරි,චිලන්කුමාරි
පේමදාස,පේමදාස,පේමදාස
කපුගමගේ,කපුගමගේ,කපුගමගේ
නයනතිලකා,නයනතනිලකා,නයනතනිලකා
සරික්කාලි,සරක්කාලි,සරක්කාලි
සුදාරත,සපරත,සපරත
හිඳගොඩ,හිඳගොඩ,හිඳගොඩ
මාලනී,මාලනී,මාලනී
කුමාර,කුමාර,කුමාර
නාරංඕවිට,නාරංඕවිට,නාරංඕවිට
කෝදගොඩ,කෝදගොඩ,කෝදගොඩ
අශන්ක,අශන්ක,අශන්ක
සිවලිංගම්,සිවලිංගම්,සිවලිංගම්
පලීල්,පළල්,පළල්
හැරියට්,නැරයට්,නැරයට්
දිනූෂා,දිනුෂා,දිනුෂා
වත්තගේ,චත්තගේ,චත්තගේ
මුදියන්සෙ,මුද්‍රියන්සෙ,මුද්‍රියන්සෙ
සීනතුල්,ඉසීනතල්,ඉසීනතල්
අල්මේදා,අල්මේදා,අල්මේදා
මල්ගම්මන,මල්ගම්මන,මල්ගම්මන
උදිත,එදුතු,එදුතු
විමංශා,ඞඉවචිමංගශා,ඞඉවචිමංගශා
වීරසේකර,චීිරසේකර,චීිරසේකර
සිත්ති,සිත්බ්,සිත්බ්
පතිරනලාගේ,පතනිරනලාගේ,පතනිරනලාගේ
බමුණු,සබමුණු,සබමුණු
මැද්දගේ,මැද්ද්‍රගේ,මැද්ද්‍රගේ
පුංචිමහත්තයා,පුංචිමනත්තයා,පුංචිමනත්තයා
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
පීටර්ස්,පිටර්ස්,පිටර්ස්
අස්මා,අස්මා,අස්මා
මුහමුඩීන්,මුහමුඩීන්,මුහමුඩීන්
විතාරණ,චිතාරණ,චිතාරණ
අජිත්,අපිත්,අපිත්
කවිදු,බව්වදු,බව්වදු
දිල්රුක්ෂි,දිල්රැක්ෂි,දිල්රැක්ෂි
තයාපරන්,තයාපරන්,තයාපරන්
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
කරුණාතිලක,කරුණානිලකං,කරුණානිලකං
මාට්ටින්,මාට්ට්න්,මාට්ට්න්
මුදියන්සෙලාගේ,මුදියන්සෙලාගේ,මුදියන්සෙලාගේ
ෂෆ්කාන්,ඞෂෆ්කාන්,ඞෂෆ්කාන්
අයිරින්,අයිරන්,අයිරන්
රත්නායක,රත්නායක,රත්නායක
ඇන්ඩෲ,ඇන්ඩා,ඇන්ඩා
කාලිමුත්තු,කාලිමුතතු,කාලිමුතතු
වටරැක,චවට්රැන්,චවට්රැන්
චන්ද්‍රාවතී,චන්ද්‍රාවනී,චන්ද්‍රාවනී
කුමාර,නූමාර,නූමාර
කලපුගේ,කලපුගේ,කලපුගේ
අජීත්,අජිත්,අජිත්
විනුග,චිනුනග,චිනුනග
සම්පත්,සම්පත්,සම්පත්
පාඬියන්,පාඬියන්,පාඬියන්
දුමින්ද,දුමින්ද,දුමින්ද
ජීවනන්තිනි,ජීවනන්තිනි,ජීවනන්තිනි
කෙෂාන්,කක්‍ෙෂාන්,කක්‍ෙෂාන්
මෆීස්,මෆීස්,මෆීස්
කුමුදිනි,ඞකබුමුදිනි,ඞකබුමුදිනි
අප්පුහාමිලාගේ,අප්ථුහාමිලාගේ,අප්ථුහාමිලාගේ
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
නන්දාවතී,නන්දාවනී,නන්දාවනී
අච්චිගේ,ඬඞඇඅඩචිච්ගශේ,ඬඞඇඅඩචිච්ගශේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
නන්දසිරි,නන්දසිරි,නන්දසිරි
යෝගවේල්,යෝගවේල්,යෝගවේල්
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
අරුල්රාසා,අරැල්රාසා,අරැල්රාසා
ඉලංගච්චාරිගේ,ඉලංගච්චාරගේ,ඉලංගච්චාරගේ
ජොසපින්,ජොසපින්,ජොසපින්
මද්දුමාගේ,මද්දුමාගේ,මද්දුමාගේ
රූපසිංහ,රෑපසිංහ,රෑපසිංහ
ජයසේකර,ජයසේකර,ජයසේකර
බුද්ධිමාල්,බුද්ධිමාල්,බුද්ධිමාල්
ආබරණ,ආබරණ,ආබරණ
ගිරඟ,හගිරුඹම්,හගිරුඹම්
හිරෝෂිනි,භහිරෝෂීනි,භහිරෝෂීනි
තිලිණි,නිලිනි,නිලිනි
ගෙදර,නර,නර
රේසීනා,රේසීනා,රේසීනා
ආරච්චි,ආරච්චි,ආරච්චි
මග්ගොනගේ,මග්ගොනගේ,මග්ගොනගේ
ෆාහිම්,ෆාභිව්ි,ෆාභිව්ි
කහතුඩුව,ඈඇකහතුඩුව,ඈඇකහතුඩුව
රාජගුරු,රාජගූරු,රාජගූරු
ගෙදර,දගෙදර,දගෙදර
උෂාන්,දාන්,දාන්
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
කුඹලාතර,කුඹලාතර,කුඹලාතර
චන්ද්‍රසිරි,චන්ද්‍රසිර්,චන්ද්‍රසිර්
සරූක්,සරක්,සරක්
පෙරේරා,පෙරේරා,පෙරේරා
අප්පුහාමිලාගේ,අප්පුහාම්ලාගේ,අප්පුහාම්ලාගේ
පියන්ත,පියන්ත,පියන්ත
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
රාජපක්‍ෂ,රාජපක්ක,රාජපක්ක
කල්හාරි,ඬඤකල්හනාර්,ඬඤකල්හනාර්
ප්‍රේම්කුමාර්,ප්‍රේම්කුමාර්මං,ප්‍රේම්කුමාර්මං
අඩෙයික්කලම්,අඩෙයික්කලම්,අඩෙයික්කලම්
